concept set,Id,Code,Name,Class,Standard Concept Caption,Valid Start Date,Valid End Date,Domain,Vocabulary,,,,
rheumatoid arthritis,45548252,M05.072,"Felty's syndrome, left ankle and foot",6-char billing code,Non-Standard,12/31/69,12/30/99,"4,136","4,136",0,0,Condition,ICD10CM
rheumatoid arthritis,45427088,N04..00,Rheumatoid arthritis and other inflammatory polyarthropathies,Read,Non-Standard,12/31/69,12/30/99,"4,085","4,085",0,0,Condition,Read
rheumatoid arthritis,45577099,M05.439,Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist,6-char billing code,Non-Standard,12/31/69,12/30/99,"4,084","4,084",0,0,Condition,ICD10CM
rheumatoid arthritis,45572342,M06.232,"Rheumatoid bursitis, left wrist",6-char billing code,Non-Standard,12/31/69,12/30/99,"4,082","4,082",0,0,Condition,ICD10CM
rheumatoid arthritis,45557757,M05.379,Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot,6-char billing code,Non-Standard,12/31/69,12/30/99,"4,076","4,076",0,0,Condition,ICD10CM
rheumatoid arthritis,45567433,M08.012,"Unspecified juvenile rheumatoid arthritis, left shoulder",6-char billing code,Non-Standard,12/31/69,12/30/99,"4,064","4,064",0,0,Condition,ICD10CM
rheumatoid arthritis,45562596,M06.279,"Rheumatoid bursitis, unspecified ankle and foot",6-char billing code,Non-Standard,12/31/69,12/30/99,"4,064","4,064",0,0,Condition,ICD10CM
rheumatoid arthritis,45577126,M08.451,"Pauciarticular juvenile rheumatoid arthritis, right hip",6-char billing code,Non-Standard,12/31/69,12/30/99,"4,018","4,018",0,0,Condition,ICD10CM
rheumatoid arthritis,45601274,M05.171,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot,6-char billing code,Non-Standard,12/31/69,12/30/99,"3,902","3,902",0,0,Condition,ICD10CM
rheumatoid arthritis,45538622,M05.039,"Felty's syndrome, unspecified wrist",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,892","3,892",0,0,Condition,ICD10CM
rheumatoid arthritis,45577123,M08.231,"Juvenile rheumatoid arthritis with systemic onset, right wrist",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,858","3,858",0,0,Condition,ICD10CM
rheumatoid arthritis,45423820,N04X.00,"Seropositive rheumatoid arthritis, unspecified",Read,Non-Standard,12/31/69,12/30/99,"3,857","3,857",0,0,Condition,Read
rheumatoid arthritis,45567435,M08.251,"Juvenile rheumatoid arthritis with systemic onset, right hip",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,818","3,818",0,0,Condition,ICD10CM
rheumatoid arthritis,45553042,M05.619,Rheumatoid arthritis of unspecified shoulder with involvement of other organs and systems,6-char billing code,Non-Standard,12/31/69,12/30/99,"3,707","3,707",0,0,Condition,ICD10CM
rheumatoid arthritis,45533689,M05.012,"Felty's syndrome, left shoulder",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,690","3,690",0,0,Condition,ICD10CM
rheumatoid arthritis,45586850,M08.252,"Juvenile rheumatoid arthritis with systemic onset, left hip",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,620","3,620",0,0,Condition,ICD10CM
rheumatoid arthritis,45557778,M08.921,"Juvenile arthritis, unspecified, right elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,578","3,578",0,0,Condition,ICD10CM
rheumatoid arthritis,45567414,M05.521,Rheumatoid polyneuropathy with rheumatoid arthritis of right elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"3,562","3,562",0,0,Condition,ICD10CM
rheumatoid arthritis,45548281,M08.422,"Pauciarticular juvenile rheumatoid arthritis, left elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,534","3,534",0,0,Condition,ICD10CM
rheumatoid arthritis,45577124,M08.241,"Juvenile rheumatoid arthritis with systemic onset, right hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,522","3,522",0,0,Condition,ICD10CM
rheumatoid arthritis,45548251,M05.061,"Felty's syndrome, right knee",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,506","3,506",0,0,Condition,ICD10CM
rheumatoid arthritis,45606075,M08.242,"Juvenile rheumatoid arthritis with systemic onset, left hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,454","3,454",0,0,Condition,ICD10CM
rheumatoid arthritis,45562607,M08.911,"Juvenile arthritis, unspecified, right shoulder",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,414","3,414",0,0,Condition,ICD10CM
rheumatoid arthritis,45557773,M08.442,"Pauciarticular juvenile rheumatoid arthritis, left hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,398","3,398",0,0,Condition,ICD10CM
rheumatoid arthritis,45538626,M05.279,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot,6-char billing code,Non-Standard,12/31/69,12/30/99,"3,362","3,362",0,0,Condition,ICD10CM
rheumatoid arthritis,45548256,M05.459,Rheumatoid myopathy with rheumatoid arthritis of unspecified hip,6-char billing code,Non-Standard,12/31/69,12/30/99,"3,340","3,340",0,0,Condition,ICD10CM
rheumatoid arthritis,45601298,M08.232,"Juvenile rheumatoid arthritis with systemic onset, left wrist",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,302","3,302",0,0,Condition,ICD10CM
rheumatoid arthritis,45538644,M08.059,"Unspecified juvenile rheumatoid arthritis, unspecified hip",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,290","3,290",0,0,Condition,ICD10CM
rheumatoid arthritis,45591710,M08.452,"Pauciarticular juvenile rheumatoid arthritis, left hip",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,222","3,222",0,0,Condition,ICD10CM
rheumatoid arthritis,45567405,M05.049,"Felty's syndrome, unspecified hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,184","3,184",0,0,Condition,ICD10CM
rheumatoid arthritis,45601297,M08.229,"Juvenile rheumatoid arthritis with systemic onset, unspecified elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,128","3,128",0,0,Condition,ICD10CM
rheumatoid arthritis,45562582,M05.121,Rheumatoid lung disease with rheumatoid arthritis of right elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"3,100","3,100",0,0,Condition,ICD10CM
rheumatoid arthritis,45601300,M08.421,"Pauciarticular juvenile rheumatoid arthritis, right elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,080","3,080",0,0,Condition,ICD10CM
rheumatoid arthritis,45567403,M05.019,"Felty's syndrome, unspecified shoulder",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,078","3,078",0,0,Condition,ICD10CM
rheumatoid arthritis,45582004,M05.122,Rheumatoid lung disease with rheumatoid arthritis of left elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"3,054","3,054",0,0,Condition,ICD10CM
rheumatoid arthritis,45533709,M08.959,"Juvenile arthritis, unspecified, unspecified hip",6-char billing code,Non-Standard,12/31/69,12/30/99,"3,016","3,016",0,0,Condition,ICD10CM
rheumatoid arthritis,45553038,M05.212,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,994","2,994",0,0,Condition,ICD10CM
rheumatoid arthritis,45582005,M05.132,Rheumatoid lung disease with rheumatoid arthritis of left wrist,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,984","2,984",0,0,Condition,ICD10CM
rheumatoid arthritis,45586849,M08.029,"Unspecified juvenile rheumatoid arthritis, unspecified elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,916","2,916",0,0,Condition,ICD10CM
rheumatoid arthritis,45562583,M05.2,Rheumatoid vasculitis,ICD10 code,Non-Standard,4/30/90,12/30/99,"2,905","2,905",0,0,Condition,ICD10
rheumatoid arthritis,45591712,M08.821,"Other juvenile arthritis, right elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,782","2,782",0,0,Condition,ICD10CM
rheumatoid arthritis,45606042,M05.239,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,782","2,782",0,0,Condition,ICD10CM
rheumatoid arthritis,1570027,M05.74,Rheumatoid arthritis with rheumatoid factor of hand without organ or systems involvement,5-char nonbill code,Non-Standard,12/31/11,12/30/99,"2,692","2,692",0,0,Condition,ICD10CM
rheumatoid arthritis,45601294,M08.039,"Unspecified juvenile rheumatoid arthritis, unspecified wrist",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,682","2,682",0,0,Condition,ICD10CM
rheumatoid arthritis,45557752,M05.021,"Felty's syndrome, right elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,648","2,648",0,0,Condition,ICD10CM
rheumatoid arthritis,45582008,M05.341,Rheumatoid heart disease with rheumatoid arthritis of right hand,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,634","2,634",0,0,Condition,ICD10CM
rheumatoid arthritis,45567407,M05.169,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,610","2,610",0,0,Condition,ICD10CM
rheumatoid arthritis,45572326,M05.062,"Felty's syndrome, left knee",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,608","2,608",0,0,Condition,ICD10CM
rheumatoid arthritis,45596427,M05.259,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,554","2,554",0,0,Condition,ICD10CM
rheumatoid arthritis,45562604,M08.822,"Other juvenile arthritis, left elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,554","2,554",0,0,Condition,ICD10CM
rheumatoid arthritis,45572331,M05.371,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,514","2,514",0,0,Condition,ICD10CM
rheumatoid arthritis,4269880,399923009,Rheumatoid arteritis,Disorder,Standard,7/30/03,12/30/99,"2,084","2,502","1,178","1,390",Condition,SNOMED
rheumatoid arthritis,45591709,M08.221,"Juvenile rheumatoid arthritis with systemic onset, right elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,486","2,486",0,0,Condition,ICD10CM
rheumatoid arthritis,45553057,M08.019,"Unspecified juvenile rheumatoid arthritis, unspecified shoulder",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,486","2,486",0,0,Condition,ICD10CM
rheumatoid arthritis,45582002,M05.031,"Felty's syndrome, right wrist",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,468","2,468",0,0,Condition,ICD10CM
rheumatoid arthritis,45557774,M08.811,"Other juvenile arthritis, right shoulder",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,466","2,466",0,0,Condition,ICD10CM
rheumatoid arthritis,45557779,M08.922,"Juvenile arthritis, unspecified, left elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,398","2,398",0,0,Condition,ICD10CM
rheumatoid arthritis,45591690,M05.269,Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,380","2,380",0,0,Condition,ICD10CM
rheumatoid arthritis,45548277,M08.249,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,370","2,370",0,0,Condition,ICD10CM
rheumatoid arthritis,45606074,M08.222,"Juvenile rheumatoid arthritis with systemic onset, left elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,354","2,354",0,0,Condition,ICD10CM
rheumatoid arthritis,45596449,M08.269,"Juvenile rheumatoid arthritis with systemic onset, unspecified knee",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,342","2,342",0,0,Condition,ICD10CM
rheumatoid arthritis,45606041,M05.219,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,302","2,302",0,0,Condition,ICD10CM
rheumatoid arthritis,45553065,M08.979,"Juvenile arthritis, unspecified, unspecified ankle and foot",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,298","2,298",0,0,Condition,ICD10CM
rheumatoid arthritis,45562585,M05.311,Rheumatoid heart disease with rheumatoid arthritis of right shoulder,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,262","2,262",0,0,Condition,ICD10CM
rheumatoid arthritis,45533695,M05.522,Rheumatoid polyneuropathy with rheumatoid arthritis of left elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,256","2,256",0,0,Condition,ICD10CM
rheumatoid arthritis,45562587,M05.342,Rheumatoid heart disease with rheumatoid arthritis of left hand,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,242","2,242",0,0,Condition,ICD10CM
rheumatoid arthritis,45586837,M05.372,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,194","2,194",0,0,Condition,ICD10CM
rheumatoid arthritis,1570064,M06.8,Other specified rheumatoid arthritis,4-char nonbill code,Non-Standard,12/31/11,12/30/99,"2,186","2,186",0,0,Condition,ICD10CM
rheumatoid arthritis,45577113,M06.249,"Rheumatoid bursitis, unspecified hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,122","2,122",0,0,Condition,ICD10CM
rheumatoid arthritis,45548253,M05.151,Rheumatoid lung disease with rheumatoid arthritis of right hip,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,110","2,110",0,0,Condition,ICD10CM
rheumatoid arthritis,45567436,M08.479,"Pauciarticular juvenile rheumatoid arthritis, unspecified ankle and foot",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,104","2,104",0,0,Condition,ICD10CM
rheumatoid arthritis,45567404,M05.032,"Felty's syndrome, left wrist",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,090","2,090",0,0,Condition,ICD10CM
rheumatoid arthritis,45562584,M05.232,Rheumatoid vasculitis with rheumatoid arthritis of left wrist,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,090","2,090",0,0,Condition,ICD10CM
rheumatoid arthritis,45577129,M08.879,"Other juvenile arthritis, unspecified ankle and foot",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,062","2,062",0,0,Condition,ICD10CM
rheumatoid arthritis,45577128,M08.812,"Other juvenile arthritis, left shoulder",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,054","2,054",0,0,Condition,ICD10CM
rheumatoid arthritis,45577091,M05.069,"Felty's syndrome, unspecified knee",6-char billing code,Non-Standard,12/31/69,12/30/99,"2,026","2,026",0,0,Condition,ICD10CM
rheumatoid arthritis,45586835,M05.222,Rheumatoid vasculitis with rheumatoid arthritis of left elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,020","2,020",0,0,Condition,ICD10CM
rheumatoid arthritis,1570044,M06.04,"Rheumatoid arthritis without rheumatoid factor, hand",5-char nonbill code,Non-Standard,12/31/11,12/30/99,"2,020","2,020",0,0,Condition,ICD10CM
rheumatoid arthritis,45538636,M06.229,"Rheumatoid bursitis, unspecified elbow",6-char billing code,Non-Standard,12/31/69,12/30/99,"1,976","1,976",0,0,Condition,ICD10CM
rheumatoid arthritis,4028118,10713006,Diffuse interstitial rheumatoid disease of lung,Disorder,Standard,1/30/02,12/30/99,"1,958","1,958",656,656,Condition,SNOMED
rheumatoid arthritis,45591697,M05.629,Rheumatoid arthritis of unspecified elbow with involvement of other organs and systems,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,935","1,935",0,0,Condition,ICD10CM
rheumatoid arthritis,45591689,M05.229,Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,890","1,890",0,0,Condition,ICD10CM
rheumatoid arthritis,45586857,M08.949,"Juvenile arthritis, unspecified, unspecified hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"1,874","1,874",0,0,Condition,ICD10CM
rheumatoid arthritis,45567416,M05.659,Rheumatoid arthritis of unspecified hip with involvement of other organs and systems,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,874","1,874",0,0,Condition,ICD10CM
rheumatoid arthritis,45577096,M05.251,Rheumatoid vasculitis with rheumatoid arthritis of right hip,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,816","1,816",0,0,Condition,ICD10CM
rheumatoid arthritis,45557758,M05.429,Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,768","1,768",0,0,Condition,ICD10CM
rheumatoid arthritis,45557775,M08.849,"Other juvenile arthritis, unspecified hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"1,678","1,678",0,0,Condition,ICD10CM
rheumatoid arthritis,45596425,M05.221,Rheumatoid vasculitis with rheumatoid arthritis of right elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,634","1,634",0,0,Condition,ICD10CM
rheumatoid arthritis,45538623,M05.159,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,566","1,566",0,0,Condition,ICD10CM
rheumatoid arthritis,45601276,M05.349,Rheumatoid heart disease with rheumatoid arthritis of unspecified hand,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,500","1,500",0,0,Condition,ICD10CM
rheumatoid arthritis,45533691,M05.252,Rheumatoid vasculitis with rheumatoid arthritis of left hip,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,406","1,406",0,0,Condition,ICD10CM
rheumatoid arthritis,45572330,M05.361,Rheumatoid heart disease with rheumatoid arthritis of right knee,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,386","1,386",0,0,Condition,ICD10CM
rheumatoid arthritis,45596434,M05.529,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,384","1,384",0,0,Condition,ICD10CM
rheumatoid arthritis,45557770,M08.411,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",6-char billing code,Non-Standard,12/31/69,12/30/99,"1,338","1,338",0,0,Condition,ICD10CM
rheumatoid arthritis,45596448,M08.211,"Juvenile rheumatoid arthritis with systemic onset, right shoulder",6-char billing code,Non-Standard,12/31/69,12/30/99,"1,336","1,336",0,0,Condition,ICD10CM
rheumatoid arthritis,45548254,M05.152,Rheumatoid lung disease with rheumatoid arthritis of left hip,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,336","1,336",0,0,Condition,ICD10CM
rheumatoid arthritis,45543429,M05.129,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,332","1,332",0,0,Condition,ICD10CM
rheumatoid arthritis,1569975,M05.1,Rheumatoid lung disease with rheumatoid arthritis,4-char nonbill code,Non-Standard,12/31/11,12/30/99,"1,324","1,324",0,0,Condition,ICD10CM
